"","rank","fname","lname","country","best_qual","final","fall_qual","false_start_qual","fall_final","false_start_final","sex","event_id","lane_a","lane_b","fall_lane_a","false_start_lane_a","fall_lane_b","false_start_lane_b","quarter","semi","small_final","big_final","fall_quarter","fall_semi","fall_small_final","fall_big_final","false_start_quarter","false_start_semi","false_start_small_final","false_start_big_final","first_round","fall_first_round","false_start_first_round"
"1",1,"yuliya","levochkina","RUS",9.82,9.34,FALSE,FALSE,FALSE,FALSE,"F","744",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",2,"mariia","krasavina","RUS",9.46,9.4,FALSE,FALSE,FALSE,FALSE,"F","744",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",3,"esther","bruckner","FRA",9.51,9.35,FALSE,FALSE,FALSE,FALSE,"F","744",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",4,"monika","prokopiuk-kawecka","POL",10.08,9.79,FALSE,FALSE,FALSE,FALSE,"F","744",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",5,"alina","gaidamakina","RUS",9.27,8.67,FALSE,FALSE,FALSE,FALSE,"F","744",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",6,"anouck","jaubert","FRA",9.31,10.04,FALSE,FALSE,FALSE,FALSE,"F","744",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",7,"edyta","ropek","POL",9.29,10.12,FALSE,FALSE,FALSE,FALSE,"F","744",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",8,"aleksandra","miroslaw","POL",9.02,NA,FALSE,FALSE,TRUE,FALSE,"F","744",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",9,"klaudia","buczek","POL",10.2,NA,FALSE,FALSE,FALSE,FALSE,"F","744",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",10,"cuilian","he","CHN",10.44,NA,FALSE,FALSE,FALSE,FALSE,"F","744",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",11,"hung ying","lee","TPE",11.32,NA,FALSE,FALSE,FALSE,FALSE,"F","744",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",12,"anastasiya","savisko","UKR",11.37,NA,FALSE,FALSE,FALSE,FALSE,"F","744",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",13,"solah","kim","KOR",21.6,NA,FALSE,FALSE,FALSE,FALSE,"F","744",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",14,"woonwha","jeong","KOR",26.05,NA,FALSE,FALSE,FALSE,FALSE,"F","744",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",1,"esther","bruckner","FRA",8.72,8.54,FALSE,FALSE,FALSE,FALSE,"F","743",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",2,"edyta","ropek","POL",9.56,9.19,FALSE,FALSE,FALSE,FALSE,"F","743",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",3,"mariia","krasavina","RUS",8.39,8.58,FALSE,FALSE,FALSE,FALSE,"F","743",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",4,"yuliya","levochkina","RUS",8.66,9.75,FALSE,FALSE,FALSE,FALSE,"F","743",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",5,"kseniya","polekhina","RUS",9.19,9.02,FALSE,FALSE,FALSE,FALSE,"F","743",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",6,"aleksandra","miroslaw","POL",8.92,9.02,FALSE,FALSE,FALSE,FALSE,"F","743",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",7,"klaudia","buczek","POL",9.42,9.35,FALSE,FALSE,FALSE,FALSE,"F","743",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",8,"alina","gaidamakina","RUS",8.55,9.97,FALSE,FALSE,FALSE,FALSE,"F","743",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",9,"iuliia","kaplina","RUS",9.36,9.11,FALSE,FALSE,FALSE,FALSE,"F","743",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",10,"supita","tita","INA",9.67,9.27,FALSE,FALSE,FALSE,FALSE,"F","743",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",11,"cuilian","he","CHN",9.71,9.6,FALSE,FALSE,FALSE,FALSE,"F","743",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",12,"anouck","jaubert","FRA",10.2,10.26,FALSE,FALSE,FALSE,FALSE,"F","743",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",13,"monika","prokopiuk-kawecka","POL",9.37,10.43,FALSE,FALSE,FALSE,FALSE,"F","743",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",14,"anastasiya","savisko","UKR",10.3,11.71,FALSE,FALSE,FALSE,FALSE,"F","743",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",15,"puji","lestari","INA",10.7,12.07,FALSE,FALSE,FALSE,FALSE,"F","743",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",16,"yang","wang","CHN",10.01,NA,FALSE,FALSE,TRUE,FALSE,"F","743",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",17,"hung ying","lee","TPE",10.79,NA,FALSE,FALSE,FALSE,FALSE,"F","743",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",18,"weiling","yang","CHN",11.11,NA,FALSE,FALSE,FALSE,FALSE,"F","743",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",19,"xuhua","pan","CHN",11.28,NA,FALSE,FALSE,FALSE,FALSE,"F","743",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",20,"lamu","renqing","CHN",11.46,NA,FALSE,FALSE,FALSE,FALSE,"F","743",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",21,"wangmu","renzeng","CHN",11.88,NA,FALSE,FALSE,FALSE,FALSE,"F","743",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",22,"rong","jiang","CHN",13.67,NA,FALSE,FALSE,FALSE,FALSE,"F","743",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",1,"yuliya","levochkina","RUS",8.6,8.37,FALSE,FALSE,FALSE,FALSE,"F","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",2,"iuliia","kaplina","RUS",8.8,NA,FALSE,FALSE,TRUE,FALSE,"F","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",3,"natalia","titova","RUS",9,9.22,FALSE,FALSE,FALSE,FALSE,"F","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",4,"kseniya","polekhina","RUS",9,9.24,FALSE,FALSE,FALSE,FALSE,"F","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",5,"edyta","ropek","POL",9.3,8.9,FALSE,FALSE,FALSE,FALSE,"F","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",6,"alina","gaidamakina","RUS",9.1,8.92,FALSE,FALSE,FALSE,FALSE,"F","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",7,"esther","bruckner","FRA",8.9,10.33,FALSE,FALSE,FALSE,FALSE,"F","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",8,"aleksandra","miroslaw","POL",9,11.67,FALSE,FALSE,FALSE,FALSE,"F","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",9,"anouck","jaubert","FRA",9.3,9.65,FALSE,FALSE,FALSE,FALSE,"F","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",10,"monika","prokopiuk-kawecka","POL",9.8,10.1,FALSE,FALSE,FALSE,FALSE,"F","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",11,"stefanie","pichler","AUT",9.9,10.15,FALSE,FALSE,FALSE,FALSE,"F","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",12,"mariia","krasavina","RUS",9,10.63,FALSE,FALSE,FALSE,FALSE,"F","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",13,"margot","heitz","FRA",10.1,13.05,FALSE,FALSE,FALSE,FALSE,"F","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",14,"klaudia","buczek","POL",9.4,NA,FALSE,FALSE,TRUE,FALSE,"F","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",15,"yang","wang","CHN",10.1,NA,FALSE,FALSE,TRUE,FALSE,"F","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",16,"alexandra","elmer","AUT",10.19,NA,FALSE,FALSE,TRUE,FALSE,"F","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",17,"tamara","ulzhabayeva","KAZ",10.2,NA,FALSE,FALSE,FALSE,FALSE,"F","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",18,"cuilian","he","CHN",10.4,NA,FALSE,FALSE,FALSE,FALSE,"F","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",18,"anastasiya","savisko","UKR",10.4,NA,FALSE,FALSE,FALSE,FALSE,"F","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",20,"lucelia","blanco","VEN",10.5,NA,FALSE,FALSE,FALSE,FALSE,"F","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",21,"nina","lach","AUT",10.9,NA,FALSE,FALSE,FALSE,FALSE,"F","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",22,"alla","marenych","UKR",11.3,NA,FALSE,FALSE,FALSE,FALSE,"F","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",23,"petra","klingler","SUI",11.4,NA,FALSE,FALSE,FALSE,FALSE,"F","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",24,"hung ying","lee","TPE",11.5,NA,FALSE,FALSE,FALSE,FALSE,"F","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",25,"andrea","rojas","ECU",11.7,NA,FALSE,FALSE,FALSE,FALSE,"F","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",26,"cecile","avezou","FRA",11.8,NA,FALSE,FALSE,FALSE,FALSE,"F","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",27,"anna","kolokovska","UKR",12,NA,FALSE,FALSE,FALSE,FALSE,"F","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",28,"yelena","grunyashina","KAZ",12.5,NA,FALSE,FALSE,FALSE,FALSE,"F","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",28,"yevgeniya","soboleva","KAZ",12.5,NA,FALSE,FALSE,FALSE,FALSE,"F","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",30,"anastasia","shymkova","UKR",12.6,NA,FALSE,FALSE,FALSE,FALSE,"F","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",31,"anna","tsyganova","RUS",12.8,NA,FALSE,FALSE,FALSE,FALSE,"F","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",31,"mariya","ustimenko","UKR",12.8,NA,FALSE,FALSE,FALSE,FALSE,"F","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",33,"delaney","miller","USA",13.3,NA,FALSE,FALSE,FALSE,FALSE,"F","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",34,"danielle","rogan","USA",13.5,NA,FALSE,FALSE,FALSE,FALSE,"F","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",35,"lucia","korcova","SVK",14.3,NA,FALSE,FALSE,FALSE,FALSE,"F","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",36,"simona","korcova","SVK",14.7,NA,FALSE,FALSE,FALSE,FALSE,"F","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",37,"aliya","iskakova","KAZ",15.3,NA,FALSE,FALSE,FALSE,FALSE,"F","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",37,"carolina","rosero","ECU",15.3,NA,FALSE,FALSE,FALSE,FALSE,"F","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",39,"maria","georgieva","BUL",16.2,NA,FALSE,FALSE,FALSE,FALSE,"F","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",40,"rebekka","stotz","SUI",16.8,NA,FALSE,FALSE,FALSE,FALSE,"F","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",41,"jain","kim","KOR",17.7,NA,FALSE,FALSE,FALSE,FALSE,"F","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",42,"barbara","bacher","AUT",20.6,NA,FALSE,FALSE,FALSE,FALSE,"F","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",43,"jenny","lavarda","ITA",20.8,NA,FALSE,FALSE,FALSE,FALSE,"F","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",44,"valeri","kremer","ISR",23.3,NA,FALSE,FALSE,FALSE,FALSE,"F","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",45,"konul","huseynova","AZE",34.6,NA,FALSE,FALSE,FALSE,FALSE,"F","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",46,"aysel","sultanova","AZE",65,NA,FALSE,FALSE,FALSE,FALSE,"F","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",47,"reyhan","mammadova","AZE",NA,NA,TRUE,FALSE,FALSE,FALSE,"F","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",47,"sima","seferova","AZE",NA,NA,TRUE,FALSE,FALSE,FALSE,"F","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",1,"alina","gaidamakina","RUS",9.58,9.04,FALSE,FALSE,FALSE,FALSE,"F","737",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",2,"yuliya","levochkina","RUS",9.76,9.7,FALSE,FALSE,FALSE,FALSE,"F","737",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",3,"natalia","titova","RUS",11.13,8.96,FALSE,FALSE,FALSE,FALSE,"F","737",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",4,"kseniya","polekhina","RUS",10.13,8.99,FALSE,FALSE,FALSE,FALSE,"F","737",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",5,"monika","prokopiuk-kawecka","POL",10.29,9.85,FALSE,FALSE,FALSE,FALSE,"F","737",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",6,"mariia","krasavina","RUS",9.59,9.9,FALSE,FALSE,FALSE,FALSE,"F","737",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",7,"stefanie","pichler","AUT",9.99,10.07,FALSE,FALSE,FALSE,FALSE,"F","737",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",8,"margot","heitz","FRA",13.02,10.75,FALSE,FALSE,FALSE,FALSE,"F","737",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",9,"mariya","ustimenko","UKR",13.06,13.22,FALSE,FALSE,FALSE,FALSE,"F","737",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",10,"andrea","rojas","ECU",13.75,13.48,FALSE,FALSE,FALSE,FALSE,"F","737",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",11,"sofia","correa","ECU",17.98,15.77,FALSE,FALSE,FALSE,FALSE,"F","737",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",12,"edyta","ropek","POL",10.13,NA,FALSE,FALSE,TRUE,FALSE,"F","737",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",13,"anastasiya","savisko","UKR",10.18,NA,FALSE,FALSE,TRUE,FALSE,"F","737",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",14,"klaudia","buczek","POL",10.45,NA,FALSE,FALSE,TRUE,FALSE,"F","737",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",15,"mariya","boyko","UKR",13.32,NA,FALSE,FALSE,TRUE,FALSE,"F","737",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",16,"lucia","korcova","SVK",16.38,NA,FALSE,FALSE,TRUE,FALSE,"F","737",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",17,"simona","korcova","SVK",NA,NA,TRUE,FALSE,FALSE,FALSE,"F","737",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",1,"edyta","ropek","POL",20.51,20.91,FALSE,FALSE,FALSE,FALSE,"F","734",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",2,"klaudia","buczek","POL",22.14,21.33,FALSE,FALSE,FALSE,FALSE,"F","734",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",3,"alina","gaidamakina","RUS",18.06,18.3,FALSE,FALSE,FALSE,FALSE,"F","734",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",4,"yuliya","levochkina","RUS",22.78,22.78,FALSE,FALSE,FALSE,FALSE,"F","734",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",5,"sara","morandi","ITA",20.09,20.63,FALSE,FALSE,FALSE,FALSE,"F","734",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",6,"mariia","krasavina","RUS",22.24,20.99,FALSE,FALSE,FALSE,FALSE,"F","734",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",7,"anastasiya","savisko","UKR",21.81,21.4,FALSE,FALSE,FALSE,FALSE,"F","734",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",8,"monika","prokopiuk-kawecka","POL",23.33,23.04,FALSE,FALSE,FALSE,FALSE,"F","734",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",9,"valentina","yurina","RUS",23.56,NA,FALSE,FALSE,NA,NA,"F","734",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",10,"yulia","vaytsekhovskaya","RUS",28.59,NA,FALSE,FALSE,NA,NA,"F","734",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",11,"stefanie","pichler","AUT",31.36,NA,FALSE,FALSE,NA,NA,"F","734",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",12,"svetlana","motovilova","RUS",33.47,NA,FALSE,FALSE,NA,NA,"F","734",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",13,"polina","shelpakova","RUS",NA,NA,TRUE,FALSE,NA,NA,"F","734",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",1,"aleksandra","miroslaw","POL",9.027,8.99,FALSE,FALSE,FALSE,FALSE,"F","732",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",2,"alina","gaidamakina","RUS",9.413,9.19,FALSE,FALSE,FALSE,FALSE,"F","732",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",3,"natalia","titova","RUS",9.639,9.4,FALSE,FALSE,FALSE,FALSE,"F","732",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",4,"yuliya","levochkina","RUS",8.533,10.63,FALSE,FALSE,FALSE,FALSE,"F","732",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",5,"esther","bruckner","FRA",9.735,9.26,FALSE,FALSE,FALSE,FALSE,"F","732",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",6,"anna","tsyganova","RUS",9.471,10.62,FALSE,FALSE,FALSE,FALSE,"F","732",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",7,"anouck","jaubert","FRA",8.971,11.26,FALSE,FALSE,FALSE,FALSE,"F","732",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
