"","rank","fname","lname","country","best_qual","final","fall_qual","false_start_qual","fall_final","false_start_final","sex","event_id","lane_a","lane_b","fall_lane_a","false_start_lane_a","fall_lane_b","false_start_lane_b","first_round","quarter","semi","small_final","big_final","fall_first_round","fall_quarter","fall_semi","fall_small_final","fall_big_final","false_start_first_round","false_start_quarter","false_start_semi","false_start_small_final","false_start_big_final","tomoa_skip","year","start_date","end_date","event"
"1626",22,"matthias","erber","AUT",6.64,NA,FALSE,FALSE,FALSE,FALSE,"M",1056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,2018-07-27,2018-07-28,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2018"
"1627",23,"michael","finn-henry","USA",6.66,NA,FALSE,FALSE,FALSE,FALSE,"M",1056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,2018-07-27,2018-07-28,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2018"
"1628",24,"max","hammer","USA",6.68,NA,FALSE,FALSE,FALSE,FALSE,"M",1056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,2018-07-27,2018-07-28,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2018"
"1629",25,"cristian","dorigatti","ITA",6.72,NA,FALSE,FALSE,FALSE,FALSE,"M",1056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,2018-07-27,2018-07-28,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2018"
"1630",26,"joe","goodacre","USA",6.8,NA,FALSE,FALSE,FALSE,FALSE,"M",1056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,2018-07-27,2018-07-28,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2018"
"1631",27,"yaroslav","tkach","UKR",6.85,NA,FALSE,FALSE,FALSE,FALSE,"M",1056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,2018-07-27,2018-07-28,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2018"
"1632",28,"alessandro","cingari","ITA",6.87,NA,FALSE,FALSE,FALSE,FALSE,"M",1056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,2018-07-27,2018-07-28,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2018"
"1633",29,"tobias","plangger","AUT",6.9,NA,FALSE,FALSE,FALSE,FALSE,"M",1056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,2018-07-27,2018-07-28,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2018"
"1634",30,"stanislao","zama","ITA",6.99,NA,FALSE,FALSE,FALSE,FALSE,"M",1056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,2018-07-27,2018-07-28,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2018"
"1635",31,"petr","burian","CZE",7.05,NA,FALSE,FALSE,FALSE,FALSE,"M",1056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,2018-07-27,2018-07-28,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2018"
"1636",32,"lukas","knapp","AUT",7.07,NA,FALSE,FALSE,FALSE,FALSE,"M",1056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,2018-07-27,2018-07-28,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2018"
"1637",33,"jacopo","stefani","ITA",7.13,NA,FALSE,FALSE,FALSE,FALSE,"M",1056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,2018-07-27,2018-07-28,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2018"
"1638",34,"gabriele","randi","ITA",7.28,NA,FALSE,FALSE,FALSE,FALSE,"M",1056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,2018-07-27,2018-07-28,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2018"
"1639",35,"milosz","bujak","POL",7.31,NA,FALSE,FALSE,FALSE,FALSE,"M",1056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,2018-07-27,2018-07-28,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2018"
"1640",36,"mickael","mawem","FRA",7.32,NA,FALSE,FALSE,FALSE,FALSE,"M",1056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,2018-07-27,2018-07-28,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2018"
"1641",36,"nickolaie","rivadeneira","ECU",7.32,NA,FALSE,FALSE,FALSE,FALSE,"M",1056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,2018-07-27,2018-07-28,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2018"
"1642",38,"leonardo","sandrin","ITA",7.33,NA,FALSE,FALSE,FALSE,FALSE,"M",1056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,2018-07-27,2018-07-28,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2018"
"1643",39,"jan","hojer","GER",7.43,NA,FALSE,FALSE,FALSE,FALSE,"M",1056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,2018-07-27,2018-07-28,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2018"
"1644",40,"luke","rodley","USA",7.63,NA,FALSE,FALSE,FALSE,FALSE,"M",1056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,2018-07-27,2018-07-28,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2018"
"1645",41,"galo","hernandez","ECU",7.66,NA,FALSE,FALSE,FALSE,FALSE,"M",1056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,2018-07-27,2018-07-28,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2018"
"1646",42,"michael","piccolruaz","ITA",7.74,NA,FALSE,FALSE,FALSE,FALSE,"M",1056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,2018-07-27,2018-07-28,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2018"
"1647",43,"pietro","biagini","ITA",7.95,NA,FALSE,FALSE,FALSE,FALSE,"M",1056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,2018-07-27,2018-07-28,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2018"
"1648",44,"noah","bratschi","USA",8.1,NA,FALSE,FALSE,FALSE,FALSE,"M",1056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,2018-07-27,2018-07-28,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2018"
"1649",45,"maciej","dobrzanski","POL",8.14,NA,FALSE,FALSE,FALSE,FALSE,"M",1056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,2018-07-27,2018-07-28,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2018"
"1650",46,"ihor","robota","UKR",8.27,NA,FALSE,FALSE,FALSE,FALSE,"M",1056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,2018-07-27,2018-07-28,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2018"
"1651",47,"artem","hlushko","UKR",8.41,NA,FALSE,FALSE,FALSE,FALSE,"M",1056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,2018-07-27,2018-07-28,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2018"
"1652",48,"filip","schenk","ITA",8.45,NA,FALSE,FALSE,FALSE,FALSE,"M",1056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,2018-07-27,2018-07-28,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2018"
"1653",49,"dimitri","vogt","SUI",8.49,NA,FALSE,FALSE,FALSE,FALSE,"M",1056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,2018-07-27,2018-07-28,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2018"
"1654",50,"sean","mccoll","CAN",8.61,NA,FALSE,FALSE,FALSE,FALSE,"M",1056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,2018-07-27,2018-07-28,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2018"
"1655",51,"david","firnenburg","GER",8.67,NA,FALSE,FALSE,FALSE,FALSE,"M",1056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,2018-07-27,2018-07-28,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2018"
"1656",52,"juan martin","peña","ECU",8.78,NA,FALSE,FALSE,FALSE,FALSE,"M",1056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,2018-07-27,2018-07-28,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2018"
"1657",53,"shuta","tanaka","JPN",8.88,NA,FALSE,FALSE,FALSE,FALSE,"M",1056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,2018-07-27,2018-07-28,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2018"
"1658",54,"sergio","verdasco urizal","ESP",9.08,NA,FALSE,FALSE,FALSE,FALSE,"M",1056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,2018-07-27,2018-07-28,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2018"
"1659",55,"marcello","bombardi","ITA",9.16,NA,FALSE,FALSE,FALSE,FALSE,"M",1056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,2018-07-27,2018-07-28,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2018"
"1660",56,"nicolas","collin","BEL",9.39,NA,FALSE,FALSE,FALSE,FALSE,"M",1056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,2018-07-27,2018-07-28,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2018"
"1661",57,"matej","burian","CZE",9.42,NA,FALSE,FALSE,FALSE,FALSE,"M",1056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,2018-07-27,2018-07-28,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2018"
"1662",58,"ismai̇l","oztürk","TUR",9.54,NA,FALSE,FALSE,FALSE,FALSE,"M",1056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,2018-07-27,2018-07-28,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2018"
"1663",59,"felipe","ho foganholo","BRA",9.59,NA,FALSE,FALSE,FALSE,FALSE,"M",1056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,2018-07-27,2018-07-28,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2018"
"1664",60,"simon","lorenzi","BEL",9.73,NA,FALSE,FALSE,FALSE,FALSE,"M",1056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,2018-07-27,2018-07-28,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2018"
"1665",61,"alexander","megos","GER",10.01,NA,FALSE,FALSE,FALSE,FALSE,"M",1056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,2018-07-27,2018-07-28,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2018"
"1666",62,"cesar","grosso","BRA",10.08,NA,FALSE,FALSE,FALSE,FALSE,"M",1056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,2018-07-27,2018-07-28,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2018"
"1667",63,"emilio","rios","CHI",10.1,NA,FALSE,FALSE,FALSE,FALSE,"M",1056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,2018-07-27,2018-07-28,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2018"
"1668",64,"benjamin","vargas","CHI",10.28,NA,FALSE,FALSE,FALSE,FALSE,"M",1056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,2018-07-27,2018-07-28,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2018"
"1669",65,"olaf","malinowski","POL",10.78,NA,FALSE,FALSE,FALSE,FALSE,"M",1056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,2018-07-27,2018-07-28,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2018"
"1670",66,"bittor","esparta frade","ESP",10.83,NA,FALSE,FALSE,FALSE,FALSE,"M",1056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,2018-07-27,2018-07-28,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2018"
"1671",67,"vladislav","shevchenko","RUS",11.13,NA,FALSE,FALSE,FALSE,FALSE,"M",1056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,2018-07-27,2018-07-28,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2018"
"1672",68,"benjamin","ayala","CHI",12,NA,FALSE,FALSE,FALSE,FALSE,"M",1056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,2018-07-27,2018-07-28,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2018"
"1673",69,"pedro ferreira","nicoloso","BRA",12.01,NA,FALSE,FALSE,FALSE,FALSE,"M",1056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,2018-07-27,2018-07-28,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2018"
"1674",70,"jean","ouriques","BRA",12.7,NA,FALSE,FALSE,FALSE,FALSE,"M",1056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,2018-07-27,2018-07-28,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2018"
"1675",71,"àlex","hernández castilla","ESP",13.81,NA,FALSE,FALSE,FALSE,FALSE,"M",1056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,2018-07-27,2018-07-28,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2018"
"1676",72,"santiago","christensen","ARG",13.85,NA,FALSE,FALSE,FALSE,FALSE,"M",1056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,2018-07-27,2018-07-28,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2018"
"1677",1,"reza","alipour shenazandifard","IRI",5.726,5.63,FALSE,FALSE,FALSE,FALSE,"M",1061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,2018-09-06,2018-09-16,"IFSC Climbing World Championships - Innsbruck (AUT) 2018"
"1678",2,"bassa","mawem","FRA",5.874,NA,FALSE,FALSE,TRUE,FALSE,"M",1061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,2018-09-06,2018-09-16,"IFSC Climbing World Championships - Innsbruck (AUT) 2018"
"1679",3,"stanislav","kokorin","RUS",6.044,6.02,FALSE,FALSE,FALSE,FALSE,"M",1061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,2018-09-06,2018-09-16,"IFSC Climbing World Championships - Innsbruck (AUT) 2018"
"1680",4,"qixin","zhong","CHN",6.114,NA,FALSE,FALSE,TRUE,FALSE,"M",1061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,2018-09-06,2018-09-16,"IFSC Climbing World Championships - Innsbruck (AUT) 2018"
"1681",5,"vladislav","deulin","RUS",6.016,5.9,FALSE,FALSE,FALSE,FALSE,"M",1061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,2018-09-06,2018-09-16,"IFSC Climbing World Championships - Innsbruck (AUT) 2018"
"1682",6,"kostiantyn","pavlenko","UKR",6.22,6.02,FALSE,FALSE,FALSE,FALSE,"M",1061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,2018-09-06,2018-09-16,"IFSC Climbing World Championships - Innsbruck (AUT) 2018"
"1683",7,"aleksandr","shikov","RUS",5.891,6.36,FALSE,FALSE,FALSE,FALSE,"M",1061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,2018-09-06,2018-09-16,"IFSC Climbing World Championships - Innsbruck (AUT) 2018"
"1684",8,"jan","kriz","CZE",6.276,6.46,FALSE,FALSE,FALSE,FALSE,"M",1061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,2018-09-06,2018-09-16,"IFSC Climbing World Championships - Innsbruck (AUT) 2018"
"1685",9,"penghui","lin","CHN",6.359,6.04,FALSE,FALSE,FALSE,FALSE,"M",1061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,2018-09-06,2018-09-16,"IFSC Climbing World Championships - Innsbruck (AUT) 2018"
"1686",10,"marcin","dzienski","POL",6.288,6.42,FALSE,FALSE,FALSE,FALSE,"M",1061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,2018-09-06,2018-09-16,"IFSC Climbing World Championships - Innsbruck (AUT) 2018"
"1687",11,"aleksandr","shilov","RUS",6.304,6.43,FALSE,FALSE,FALSE,FALSE,"M",1061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,2018-09-06,2018-09-16,"IFSC Climbing World Championships - Innsbruck (AUT) 2018"
"1688",12,"jordan","fishman","USA",6.383,8.97,FALSE,FALSE,FALSE,FALSE,"M",1061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,2018-09-06,2018-09-16,"IFSC Climbing World Championships - Innsbruck (AUT) 2018"
"1689",13,"dmitrii","timofeev","RUS",6.331,12.23,FALSE,FALSE,FALSE,FALSE,"M",1061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,2018-09-06,2018-09-16,"IFSC Climbing World Championships - Innsbruck (AUT) 2018"
"1690",14,"ludovico","fossali","ITA",6.193,NA,FALSE,FALSE,FALSE,TRUE,"M",1061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,2018-09-06,2018-09-16,"IFSC Climbing World Championships - Innsbruck (AUT) 2018"
"1691",15,"leonardo","gontero","ITA",6.259,NA,FALSE,FALSE,TRUE,FALSE,"M",1061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,2018-09-06,2018-09-16,"IFSC Climbing World Championships - Innsbruck (AUT) 2018"
"1692",16,"amir","maimuratov","KAZ",6.373,NA,FALSE,FALSE,FALSE,TRUE,"M",1061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,2018-09-06,2018-09-16,"IFSC Climbing World Championships - Innsbruck (AUT) 2018"
"1693",17,"joe","goodacre","USA",6.41,NA,FALSE,FALSE,FALSE,FALSE,"M",1061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,2018-09-06,2018-09-16,"IFSC Climbing World Championships - Innsbruck (AUT) 2018"
"1694",17,"yongsu","lee","KOR",6.41,NA,FALSE,FALSE,FALSE,FALSE,"M",1061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,2018-09-06,2018-09-16,"IFSC Climbing World Championships - Innsbruck (AUT) 2018"
"1695",19,"almaz","nagaev","RUS",6.516,NA,FALSE,FALSE,FALSE,FALSE,"M",1061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,2018-09-06,2018-09-16,"IFSC Climbing World Championships - Innsbruck (AUT) 2018"
"1696",20,"carlos","granja","ECU",6.527,NA,FALSE,FALSE,FALSE,FALSE,"M",1061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,2018-09-06,2018-09-16,"IFSC Climbing World Championships - Innsbruck (AUT) 2018"
"1697",21,"tomoa","narasaki","JPN",6.697,NA,FALSE,FALSE,FALSE,FALSE,"M",1061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,2018-09-06,2018-09-16,"IFSC Climbing World Championships - Innsbruck (AUT) 2018"
"1698",22,"rishat","khaibullin","KAZ",6.718,NA,FALSE,FALSE,FALSE,FALSE,"M",1061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,2018-09-06,2018-09-16,"IFSC Climbing World Championships - Innsbruck (AUT) 2018"
"1699",23,"lukas","knapp","AUT",6.733,NA,FALSE,FALSE,FALSE,FALSE,"M",1061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,2018-09-06,2018-09-16,"IFSC Climbing World Championships - Innsbruck (AUT) 2018"
"1700",24,"mickael","mawem","FRA",6.769,NA,FALSE,FALSE,FALSE,FALSE,"M",1061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,2018-09-06,2018-09-16,"IFSC Climbing World Championships - Innsbruck (AUT) 2018"
"1701",25,"isaac","estevez","ECU",6.788,NA,FALSE,FALSE,FALSE,FALSE,"M",1061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,2018-09-06,2018-09-16,"IFSC Climbing World Championships - Innsbruck (AUT) 2018"
"1702",26,"alimzhan","myrzabekov","KAZ",6.798,NA,FALSE,FALSE,FALSE,FALSE,"M",1061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,2018-09-06,2018-09-16,"IFSC Climbing World Championships - Innsbruck (AUT) 2018"
"1703",27,"tobias","plangger","AUT",6.816,NA,FALSE,FALSE,FALSE,FALSE,"M",1061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,2018-09-06,2018-09-16,"IFSC Climbing World Championships - Innsbruck (AUT) 2018"
"1704",28,"roman","kovalyev","KGZ",6.826,NA,FALSE,FALSE,FALSE,FALSE,"M",1061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,2018-09-06,2018-09-16,"IFSC Climbing World Championships - Innsbruck (AUT) 2018"
"1705",29,"donghyun","jang","KOR",6.856,NA,FALSE,FALSE,FALSE,FALSE,"M",1061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,2018-09-06,2018-09-16,"IFSC Climbing World Championships - Innsbruck (AUT) 2018"
"1706",30,"cheung-chi shoji","chan","HKG",6.862,NA,FALSE,FALSE,FALSE,FALSE,"M",1061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,2018-09-06,2018-09-16,"IFSC Climbing World Championships - Innsbruck (AUT) 2018"
