"","rank","fname","lname","country","best_qual","final","fall_qual","false_start_qual","fall_final","false_start_final","sex","event_id","lane_a","lane_b","fall_lane_a","false_start_lane_a","fall_lane_b","false_start_lane_b","first_round","quarter","semi","small_final","big_final","fall_first_round","fall_quarter","fall_semi","fall_small_final","fall_big_final","false_start_first_round","false_start_quarter","false_start_semi","false_start_small_final","false_start_big_final"
"328",22,"almatsgir","kvitsiani","GEO",6.63,NA,FALSE,FALSE,FALSE,FALSE,"M","796",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329",23,"rinat","rahimkhanov","AZE",6.63,NA,FALSE,FALSE,FALSE,FALSE,"M","796",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330",24,"giorgi","gomiashvili","GEO",6.63,NA,FALSE,FALSE,FALSE,FALSE,"M","796",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331",25,"mamuka","khutsishvili","GEO",6.63,NA,FALSE,FALSE,FALSE,FALSE,"M","796",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332",26,"seymur","camalzade","AZE",6.63,NA,FALSE,FALSE,FALSE,FALSE,"M","796",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333",27,"galib","shikhrahimov","AZE",6.63,NA,FALSE,FALSE,FALSE,FALSE,"M","796",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334",28,"babek","ibadov","AZE",6.63,NA,FALSE,FALSE,FALSE,FALSE,"M","796",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335",29,"yasin","ali","PAK",6.63,NA,FALSE,FALSE,FALSE,FALSE,"M","796",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336",30,"teymur","maksutov","AZE",6.63,NA,FALSE,FALSE,FALSE,FALSE,"M","796",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337",31,"amil","aliyev","AZE",6.63,NA,FALSE,FALSE,FALSE,FALSE,"M","796",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338",32,"chingiz","taghizade","AZE",6.63,NA,FALSE,FALSE,FALSE,FALSE,"M","796",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339",33,"zohrab","shahbalaye","AZE",6.63,NA,FALSE,FALSE,FALSE,FALSE,"M","796",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340",1,"stanislav","kokorin","RUS",6.48,10,FALSE,FALSE,FALSE,FALSE,"M","789",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341",2,"libor","hroza","CZE",6.48,NA,FALSE,FALSE,TRUE,FALSE,"M","789",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342",3,"qixin","zhong","CHN",6.48,6.22,FALSE,FALSE,FALSE,FALSE,"M","789",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343",4,"marcin","dzienski","POL",6.48,6.45,FALSE,FALSE,FALSE,FALSE,"M","789",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344",5,"danyil","boldyrev","UKR",6.48,6.47,FALSE,FALSE,FALSE,FALSE,"M","789",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345",6,"yaroslav","gontaryk","UKR",6.48,6.58,FALSE,FALSE,FALSE,FALSE,"M","789",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346",7,"dmitrii","timofeev","RUS",6.48,6.59,FALSE,FALSE,FALSE,FALSE,"M","789",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347",8,"lukasz","swirk","POL",6.48,7.8,FALSE,FALSE,FALSE,FALSE,"M","789",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348",9,"leonardo","gontero","ITA",6.48,6.86,FALSE,FALSE,FALSE,FALSE,"M","789",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349",10,"yuhang","zhang","CHN",6.48,7.74,FALSE,FALSE,FALSE,FALSE,"M","789",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350",11,"jedrzej","komosinski","POL",6.48,8.09,FALSE,FALSE,FALSE,FALSE,"M","789",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351",12,"sayat","bokanov","KAZ",6.48,8.2,FALSE,FALSE,FALSE,FALSE,"M","789",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352",13,"alexey","nazarov","KAZ",6.48,8.31,FALSE,FALSE,FALSE,FALSE,"M","789",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353",14,"volodymyr","zinchenko","UKR",6.48,8.75,FALSE,FALSE,FALSE,FALSE,"M","789",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354",15,"guangdong","li","CHN",6.48,9.58,FALSE,FALSE,FALSE,FALSE,"M","789",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355",16,"guangfeng","li","CHN",6.48,10.95,FALSE,FALSE,FALSE,FALSE,"M","789",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356",17,"lincai","zhong","CHN",6.48,NA,FALSE,FALSE,FALSE,FALSE,"M","789",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357",1,"qixin","zhong","CHN",6.32,6.02,FALSE,FALSE,FALSE,FALSE,"M","864",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358",2,"libor","hroza","CZE",6.32,6.06,FALSE,FALSE,FALSE,FALSE,"M","864",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359",3,"bassa","mawem","FRA",6.32,6.04,FALSE,FALSE,FALSE,FALSE,"M","864",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360",4,"stanislav","kokorin","RUS",6.32,6.25,FALSE,FALSE,FALSE,FALSE,"M","864",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361",5,"aleksandr","shikov","RUS",6.32,6.46,FALSE,FALSE,FALSE,FALSE,"M","864",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362",6,"evgenii","vaitsekhovskii","RUS",6.32,6.51,FALSE,FALSE,FALSE,FALSE,"M","864",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363",7,"arsenii","shevchenko","RUS",6.32,6.6,FALSE,FALSE,FALSE,FALSE,"M","864",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364",8,"marcin","dzienski","POL",6.32,7.08,FALSE,FALSE,FALSE,FALSE,"M","864",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365",9,"quentin","nambot","FRA",6.32,NA,FALSE,FALSE,NA,NA,"M","864",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366",10,"danyil","boldyrev","UKR",6.32,NA,FALSE,FALSE,NA,NA,"M","864",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367",11,"aleksandr","shilov","RUS",6.32,NA,FALSE,FALSE,NA,NA,"M","864",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368",12,"artem","savelyev","RUS",6.32,NA,FALSE,FALSE,NA,NA,"M","864",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369",13,"robert","stewart-patterson","CAN",6.32,NA,FALSE,FALSE,NA,NA,"M","864",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370",14,"jungju","kim","KOR",6.32,NA,FALSE,FALSE,NA,NA,"M","864",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371",15,"sean","mccoll","CAN",6.32,NA,FALSE,FALSE,NA,NA,"M","864",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372",16,"zida","ma","CHN",6.32,NA,TRUE,FALSE,NA,NA,"M","864",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373",1,"marcin","dzienski","POL",6.261,6.23,FALSE,FALSE,FALSE,FALSE,"M","863",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374",2,"libor","hroza","CZE",6.261,NA,FALSE,FALSE,TRUE,FALSE,"M","863",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375",3,"danyil","boldyrev","UKR",6.261,5.98,FALSE,FALSE,FALSE,FALSE,"M","863",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376",4,"bassa","mawem","FRA",6.261,6.07,FALSE,FALSE,FALSE,FALSE,"M","863",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377",5,"evgenii","vaitsekhovskii","RUS",6.261,6.282,FALSE,FALSE,FALSE,FALSE,"M","863",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378",6,"arsenii","shevchenko","RUS",6.261,6.58,FALSE,FALSE,FALSE,FALSE,"M","863",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379",7,"stanislav","kokorin","RUS",6.261,7.13,FALSE,FALSE,FALSE,FALSE,"M","863",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380",8,"robert","stewart-patterson","CAN",6.261,8.81,FALSE,FALSE,FALSE,FALSE,"M","863",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381",9,"quentin","nambot","FRA",6.261,6.81,FALSE,FALSE,FALSE,FALSE,"M","863",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382",10,"aleksandr","shilov","RUS",6.261,7.11,FALSE,FALSE,FALSE,FALSE,"M","863",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383",11,"sungjoon","chae","KOR",6.261,7.29,FALSE,FALSE,FALSE,FALSE,"M","863",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384",12,"seongyeop","ku","KOR",6.261,7.76,FALSE,FALSE,FALSE,FALSE,"M","863",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"385",13,"seungwoon","cho","KOR",6.261,9.57,FALSE,FALSE,FALSE,FALSE,"M","863",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386",14,"seungbin","choi","KOR",6.261,9.96,FALSE,FALSE,FALSE,FALSE,"M","863",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387",15,"hyunjae","kim","KOR",6.261,9.97,FALSE,FALSE,FALSE,FALSE,"M","863",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388",16,"hongil","kim","KOR",6.261,12.43,FALSE,FALSE,FALSE,FALSE,"M","863",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389",17,"artem","savelyev","RUS",6.261,NA,FALSE,FALSE,FALSE,FALSE,"M","863",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"390",18,"daehyeon","kwon","KOR",6.261,NA,FALSE,FALSE,FALSE,FALSE,"M","863",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391",19,"hanwool","kim","KOR",6.261,NA,FALSE,FALSE,FALSE,FALSE,"M","863",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392",20,"gwansu","park","KOR",6.261,NA,FALSE,FALSE,FALSE,FALSE,"M","863",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393",21,"youngwook","her","KOR",6.261,NA,FALSE,FALSE,FALSE,FALSE,"M","863",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394",22,"donggyu","son","KOR",6.261,NA,FALSE,FALSE,FALSE,FALSE,"M","863",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395",23,"jungju","kim","KOR",6.261,NA,FALSE,FALSE,FALSE,FALSE,"M","863",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396",24,"thattana","raksachat","THA",6.261,NA,FALSE,FALSE,FALSE,FALSE,"M","863",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397",25,"terdpol","artaui","THA",6.261,NA,FALSE,FALSE,FALSE,FALSE,"M","863",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398",26,"sean","mccoll","CAN",6.261,NA,FALSE,FALSE,FALSE,FALSE,"M","863",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399",27,"phanuphong","bunprakop","THA",6.261,NA,FALSE,FALSE,FALSE,FALSE,"M","863",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400",28,"supasan","thanakornkul","THA",6.261,NA,FALSE,FALSE,FALSE,FALSE,"M","863",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401",1,"danyil","boldyrev","UKR",5.99,5.6,FALSE,FALSE,FALSE,FALSE,"M","862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402",2,"stanislav","kokorin","RUS",5.99,5.92,FALSE,FALSE,FALSE,FALSE,"M","862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403",3,"reza","alipour shenazandifard","IRI",5.99,6.11,FALSE,FALSE,FALSE,FALSE,"M","862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404",4,"evgenii","vaitsekhovskii","RUS",5.99,6.18,FALSE,FALSE,FALSE,FALSE,"M","862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405",5,"marcin","dzienski","POL",5.99,6.09,FALSE,FALSE,FALSE,FALSE,"M","862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406",6,"leonardo","gontero","ITA",5.99,6.17,FALSE,FALSE,FALSE,FALSE,"M","862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407",7,"bassa","mawem","FRA",5.99,6.27,FALSE,FALSE,FALSE,FALSE,"M","862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408",8,"libor","hroza","CZE",5.99,7.43,FALSE,FALSE,FALSE,FALSE,"M","862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409",9,"aspar","aspar","INA",5.99,6.48,FALSE,FALSE,FALSE,FALSE,"M","862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410",10,"quentin","nambot","FRA",5.99,6.73,FALSE,FALSE,FALSE,FALSE,"M","862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411",11,"nikita","suyushkin","RUS",5.99,6.77,FALSE,FALSE,FALSE,FALSE,"M","862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412",12,"qixin","zhong","CHN",5.99,7.1,FALSE,FALSE,FALSE,FALSE,"M","862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413",13,"arsenii","shevchenko","RUS",5.99,7.34,FALSE,FALSE,FALSE,FALSE,"M","862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414",14,"aleksandr","shikov","RUS",5.99,7.46,FALSE,FALSE,FALSE,FALSE,"M","862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415",15,"isaac","estevez","ECU",5.99,7.92,FALSE,FALSE,FALSE,FALSE,"M","862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416",16,"dmitrii","timofeev","RUS",5.99,8.64,FALSE,FALSE,FALSE,FALSE,"M","862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417",17,"olexiy","zaychenko","UKR",5.99,NA,FALSE,FALSE,NA,NA,"M","862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418",18,"lincai","zhong","CHN",5.99,NA,FALSE,FALSE,NA,NA,"M","862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419",19,"amir","maimuratov","KAZ",5.99,NA,FALSE,FALSE,NA,NA,"M","862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420",20,"yaroslav","gontaryk","UKR",5.99,NA,FALSE,FALSE,NA,NA,"M","862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421",21,"alessandro","santoni","ITA",5.99,NA,FALSE,FALSE,NA,NA,"M","862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422",22,"robert","stewart-patterson","CAN",5.99,NA,FALSE,FALSE,NA,NA,"M","862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423",23,"rishat","khaibullin","KAZ",5.99,NA,FALSE,FALSE,NA,NA,"M","862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424",24,"volodymyr","zinchenko","UKR",5.99,NA,FALSE,FALSE,NA,NA,"M","862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425",25,"josue","manosalvas","ECU",5.99,NA,FALSE,FALSE,NA,NA,"M","862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426",26,"sean","mccoll","CAN",5.99,NA,FALSE,FALSE,NA,NA,"M","862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427",27,"alban","levier","FRA",5.99,NA,FALSE,FALSE,NA,NA,"M","862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428",28,"thomas","tauporn","GER",5.99,NA,FALSE,FALSE,NA,NA,"M","862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429",29,"jungju","kim","KOR",5.99,NA,FALSE,FALSE,NA,NA,"M","862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430",30,"jan","hojer","GER",5.99,NA,FALSE,FALSE,NA,NA,"M","862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431",31,"petr","burian","CZE",5.99,NA,FALSE,FALSE,NA,NA,"M","862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432",32,"shivalinga m","mahadeva k","IND",5.99,NA,FALSE,FALSE,NA,NA,"M","862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433",33,"anghelo","bernal","COL",5.99,NA,FALSE,FALSE,NA,NA,"M","862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434",34,"marco antonio","jubes angarita","ESP",5.99,NA,FALSE,FALSE,NA,NA,"M","862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435",35,"domen","skofic","SLO",5.99,NA,FALSE,FALSE,NA,NA,"M","862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436",36,"magnus","midtboe","NOR",5.99,NA,FALSE,FALSE,NA,NA,"M","862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437",37,"leonardo","de rivero huaman","PER",5.99,NA,FALSE,FALSE,NA,NA,"M","862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438",38,"john","brosler","USA",5.99,NA,FALSE,TRUE,NA,NA,"M","862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439",1,"libor","hroza","CZE",5.76,6.44,FALSE,FALSE,FALSE,FALSE,"M","861",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440",2,"bassa","mawem","FRA",5.76,6.58,FALSE,FALSE,FALSE,FALSE,"M","861",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441",3,"alessandro","santoni","ITA",5.76,NA,FALSE,FALSE,FALSE,FALSE,"M","861",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442",4,"marcin","dzienski","POL",5.76,NA,FALSE,FALSE,FALSE,TRUE,"M","861",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443",5,"danyil","boldyrev","UKR",5.76,5.75,FALSE,FALSE,FALSE,FALSE,"M","861",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444",6,"stanislav","kokorin","RUS",5.76,6.44,FALSE,FALSE,FALSE,FALSE,"M","861",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445",7,"arsenii","shevchenko","RUS",5.76,6.45,FALSE,FALSE,FALSE,FALSE,"M","861",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446",8,"quentin","nambot","FRA",5.76,6.68,FALSE,FALSE,FALSE,FALSE,"M","861",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447",9,"leonardo","gontero","ITA",5.76,6.35,FALSE,FALSE,FALSE,FALSE,"M","861",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448",10,"isaac","estevez","ECU",5.76,6.43,FALSE,FALSE,FALSE,FALSE,"M","861",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
