"","rank","fname","lname","country","best_qual","final","fall_qual","false_start_qual","fall_final","false_start_final","sex","event_id","lane_a","lane_b","fall_lane_a","false_start_lane_a","fall_lane_b","false_start_lane_b","quarter","semi","small_final","big_final","fall_quarter","fall_semi","fall_small_final","fall_big_final","false_start_quarter","false_start_semi","false_start_small_final","false_start_big_final","first_round","fall_first_round","false_start_first_round","tomoa_skip","year","start_date","end_date","event"
"1",1,"alina","gaidamakina","RUS",9.65,9.24,FALSE,FALSE,FALSE,FALSE,"F",727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,2012-04-13,2012-04-14,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2012"
"2",2,"mariia","krasavina","RUS",9.82,9.44,FALSE,FALSE,FALSE,FALSE,"F",727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,2012-04-13,2012-04-14,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2012"
"3",3,"natalia","titova","RUS",9.53,9.47,FALSE,FALSE,FALSE,FALSE,"F",727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,2012-04-13,2012-04-14,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2012"
"4",4,"kseniya","polekhina","RUS",9.89,9.98,FALSE,FALSE,FALSE,FALSE,"F",727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,2012-04-13,2012-04-14,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2012"
"5",5,"aleksandra","miroslaw","POL",9.73,9.49,FALSE,FALSE,FALSE,FALSE,"F",727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,2012-04-13,2012-04-14,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2012"
"6",6,"cuilian","he","CHN",9.28,9.52,FALSE,FALSE,FALSE,FALSE,"F",727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,2012-04-13,2012-04-14,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2012"
"7",7,"edyta","ropek","POL",9.76,9.56,FALSE,FALSE,FALSE,FALSE,"F",727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,2012-04-13,2012-04-14,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2012"
"8",8,"xuhua","pan","CHN",11.56,10.92,FALSE,FALSE,FALSE,FALSE,"F",727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,2012-04-13,2012-04-14,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2012"
"9",9,"yuliya","levochkina","RUS",11.48,9.53,FALSE,FALSE,FALSE,FALSE,"F",727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,2012-04-13,2012-04-14,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2012"
"10",10,"monika","prokopiuk-kawecka","POL",10.54,11.05,FALSE,FALSE,FALSE,FALSE,"F",727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,2012-04-13,2012-04-14,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2012"
"11",11,"anastasiya","savisko","UKR",10.93,11.06,FALSE,FALSE,FALSE,FALSE,"F",727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,2012-04-13,2012-04-14,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2012"
"12",12,"wangmu","renzeng","CHN",12.16,11.58,FALSE,FALSE,FALSE,FALSE,"F",727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,2012-04-13,2012-04-14,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2012"
"13",13,"yang","wang","CHN",10.22,11.85,FALSE,FALSE,FALSE,FALSE,"F",727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,2012-04-13,2012-04-14,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2012"
"14",14,"anouck","jaubert","FRA",10.28,11.95,FALSE,FALSE,FALSE,FALSE,"F",727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,2012-04-13,2012-04-14,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2012"
"15",15,"margot","heitz","FRA",9.51,13.59,FALSE,FALSE,FALSE,FALSE,"F",727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,2012-04-13,2012-04-14,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2012"
"16",16,"esther","bruckner","FRA",10.49,14.76,FALSE,FALSE,FALSE,FALSE,"F",727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,2012-04-13,2012-04-14,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2012"
"17",17,"wangmu","gesang","CHN",13.32,NA,FALSE,FALSE,NA,NA,"F",727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,2012-04-13,2012-04-14,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2012"
"18",18,"rong","jiang","CHN",13.97,NA,FALSE,FALSE,NA,NA,"F",727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,2012-04-13,2012-04-14,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2012"
"19",1,"aleksandra","miroslaw","POL",9.027,8.99,FALSE,FALSE,FALSE,FALSE,"F",732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,2012-07-12,2012-07-13,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2012"
"20",2,"alina","gaidamakina","RUS",9.413,9.19,FALSE,FALSE,FALSE,FALSE,"F",732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,2012-07-12,2012-07-13,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2012"
"21",3,"natalia","titova","RUS",9.639,9.4,FALSE,FALSE,FALSE,FALSE,"F",732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,2012-07-12,2012-07-13,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2012"
"22",4,"yuliya","levochkina","RUS",8.533,10.63,FALSE,FALSE,FALSE,FALSE,"F",732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,2012-07-12,2012-07-13,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2012"
"23",5,"esther","bruckner","FRA",9.735,9.26,FALSE,FALSE,FALSE,FALSE,"F",732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,2012-07-12,2012-07-13,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2012"
"24",6,"anna","tsyganova","RUS",9.471,10.62,FALSE,FALSE,FALSE,FALSE,"F",732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,2012-07-12,2012-07-13,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2012"
"25",7,"anouck","jaubert","FRA",8.971,11.26,FALSE,FALSE,FALSE,FALSE,"F",732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,2012-07-12,2012-07-13,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2012"
"26",8,"edyta","ropek","POL",9.311,NA,FALSE,FALSE,TRUE,FALSE,"F",732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,2012-07-12,2012-07-13,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2012"
"27",9,"anastasiya","savisko","UKR",10.14,9.66,FALSE,FALSE,FALSE,FALSE,"F",732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,2012-07-12,2012-07-13,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2012"
"28",10,"mariia","krasavina","RUS",10.044,9.9,FALSE,FALSE,FALSE,FALSE,"F",732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,2012-07-12,2012-07-13,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2012"
"29",11,"kseniya","polekhina","RUS",9.778,9.93,FALSE,FALSE,FALSE,FALSE,"F",732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,2012-07-12,2012-07-13,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2012"
"30",12,"stefanie","pichler","AUT",9.836,10.06,FALSE,FALSE,FALSE,FALSE,"F",732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,2012-07-12,2012-07-13,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2012"
"31",13,"klaudia","buczek","POL",10.553,10.38,FALSE,FALSE,FALSE,FALSE,"F",732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,2012-07-12,2012-07-13,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2012"
"32",14,"nataliia","stepanova","RUS",10.759,10.51,FALSE,FALSE,FALSE,FALSE,"F",732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,2012-07-12,2012-07-13,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2012"
"33",15,"alexandra","elmer","AUT",10.642,10.62,FALSE,FALSE,FALSE,FALSE,"F",732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,2012-07-12,2012-07-13,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2012"
"34",16,"margot","heitz","FRA",9.664,11.96,FALSE,FALSE,FALSE,FALSE,"F",732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,2012-07-12,2012-07-13,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2012"
"35",17,"valentina","yurina","RUS",10.896,NA,FALSE,FALSE,FALSE,FALSE,"F",732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,2012-07-12,2012-07-13,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2012"
"36",18,"iuliia","kaplina","RUS",10.907,NA,FALSE,FALSE,FALSE,FALSE,"F",732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,2012-07-12,2012-07-13,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2012"
"37",19,"monika","prokopiuk-kawecka","POL",11.025,NA,FALSE,FALSE,FALSE,FALSE,"F",732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,2012-07-12,2012-07-13,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2012"
"38",20,"nina","lach","AUT",11.704,NA,FALSE,FALSE,FALSE,FALSE,"F",732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,2012-07-12,2012-07-13,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2012"
"39",21,"jacquelyn","wu","USA",11.905,NA,FALSE,FALSE,FALSE,FALSE,"F",732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,2012-07-12,2012-07-13,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2012"
"40",22,"eva","krizova","CZE",14.781,NA,FALSE,FALSE,FALSE,FALSE,"F",732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,2012-07-12,2012-07-13,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2012"
"41",1,"edyta","ropek","POL",20.51,20.91,FALSE,FALSE,FALSE,FALSE,"F",734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,2012-07-28,2012-07-29,"IFSC Climbing Worldcup (S) - Val Daone (ITA) 2012"
"42",2,"klaudia","buczek","POL",22.14,21.33,FALSE,FALSE,FALSE,FALSE,"F",734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,2012-07-28,2012-07-29,"IFSC Climbing Worldcup (S) - Val Daone (ITA) 2012"
"43",3,"alina","gaidamakina","RUS",18.06,18.3,FALSE,FALSE,FALSE,FALSE,"F",734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,2012-07-28,2012-07-29,"IFSC Climbing Worldcup (S) - Val Daone (ITA) 2012"
"44",4,"yuliya","levochkina","RUS",22.78,22.78,FALSE,FALSE,FALSE,FALSE,"F",734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,2012-07-28,2012-07-29,"IFSC Climbing Worldcup (S) - Val Daone (ITA) 2012"
"45",5,"sara","morandi","ITA",20.09,20.63,FALSE,FALSE,FALSE,FALSE,"F",734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,2012-07-28,2012-07-29,"IFSC Climbing Worldcup (S) - Val Daone (ITA) 2012"
"46",6,"mariia","krasavina","RUS",22.24,20.99,FALSE,FALSE,FALSE,FALSE,"F",734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,2012-07-28,2012-07-29,"IFSC Climbing Worldcup (S) - Val Daone (ITA) 2012"
"47",7,"anastasiya","savisko","UKR",21.81,21.4,FALSE,FALSE,FALSE,FALSE,"F",734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,2012-07-28,2012-07-29,"IFSC Climbing Worldcup (S) - Val Daone (ITA) 2012"
"48",8,"monika","prokopiuk-kawecka","POL",23.33,23.04,FALSE,FALSE,FALSE,FALSE,"F",734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,2012-07-28,2012-07-29,"IFSC Climbing Worldcup (S) - Val Daone (ITA) 2012"
"49",9,"valentina","yurina","RUS",23.56,NA,FALSE,FALSE,NA,NA,"F",734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,2012-07-28,2012-07-29,"IFSC Climbing Worldcup (S) - Val Daone (ITA) 2012"
"50",10,"yulia","vaytsekhovskaya","RUS",28.59,NA,FALSE,FALSE,NA,NA,"F",734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,2012-07-28,2012-07-29,"IFSC Climbing Worldcup (S) - Val Daone (ITA) 2012"
"51",11,"stefanie","pichler","AUT",31.36,NA,FALSE,FALSE,NA,NA,"F",734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,2012-07-28,2012-07-29,"IFSC Climbing Worldcup (S) - Val Daone (ITA) 2012"
"52",12,"svetlana","motovilova","RUS",33.47,NA,FALSE,FALSE,NA,NA,"F",734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,2012-07-28,2012-07-29,"IFSC Climbing Worldcup (S) - Val Daone (ITA) 2012"
"53",13,"polina","shelpakova","RUS",NA,NA,TRUE,FALSE,NA,NA,"F",734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,2012-07-28,2012-07-29,"IFSC Climbing Worldcup (S) - Val Daone (ITA) 2012"
"54",1,"alina","gaidamakina","RUS",9.58,9.04,FALSE,FALSE,FALSE,FALSE,"F",737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,2012-09-01,2012-09-02,"IFSC Climbing Worldcup (S) - Arco (ITA) 2012"
"55",2,"yuliya","levochkina","RUS",9.76,9.7,FALSE,FALSE,FALSE,FALSE,"F",737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,2012-09-01,2012-09-02,"IFSC Climbing Worldcup (S) - Arco (ITA) 2012"
"56",3,"natalia","titova","RUS",11.13,8.96,FALSE,FALSE,FALSE,FALSE,"F",737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,2012-09-01,2012-09-02,"IFSC Climbing Worldcup (S) - Arco (ITA) 2012"
"57",4,"kseniya","polekhina","RUS",10.13,8.99,FALSE,FALSE,FALSE,FALSE,"F",737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,2012-09-01,2012-09-02,"IFSC Climbing Worldcup (S) - Arco (ITA) 2012"
"58",5,"monika","prokopiuk-kawecka","POL",10.29,9.85,FALSE,FALSE,FALSE,FALSE,"F",737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,2012-09-01,2012-09-02,"IFSC Climbing Worldcup (S) - Arco (ITA) 2012"
"59",6,"mariia","krasavina","RUS",9.59,9.9,FALSE,FALSE,FALSE,FALSE,"F",737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,2012-09-01,2012-09-02,"IFSC Climbing Worldcup (S) - Arco (ITA) 2012"
"60",7,"stefanie","pichler","AUT",9.99,10.07,FALSE,FALSE,FALSE,FALSE,"F",737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,2012-09-01,2012-09-02,"IFSC Climbing Worldcup (S) - Arco (ITA) 2012"
"61",8,"margot","heitz","FRA",13.02,10.75,FALSE,FALSE,FALSE,FALSE,"F",737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,2012-09-01,2012-09-02,"IFSC Climbing Worldcup (S) - Arco (ITA) 2012"
"62",9,"mariya","ustimenko","UKR",13.06,13.22,FALSE,FALSE,FALSE,FALSE,"F",737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,2012-09-01,2012-09-02,"IFSC Climbing Worldcup (S) - Arco (ITA) 2012"
"63",10,"andrea","rojas","ECU",13.75,13.48,FALSE,FALSE,FALSE,FALSE,"F",737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,2012-09-01,2012-09-02,"IFSC Climbing Worldcup (S) - Arco (ITA) 2012"
"64",11,"sofia","correa","ECU",17.98,15.77,FALSE,FALSE,FALSE,FALSE,"F",737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,2012-09-01,2012-09-02,"IFSC Climbing Worldcup (S) - Arco (ITA) 2012"
"65",12,"edyta","ropek","POL",10.13,NA,FALSE,FALSE,TRUE,FALSE,"F",737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,2012-09-01,2012-09-02,"IFSC Climbing Worldcup (S) - Arco (ITA) 2012"
"66",13,"anastasiya","savisko","UKR",10.18,NA,FALSE,FALSE,TRUE,FALSE,"F",737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,2012-09-01,2012-09-02,"IFSC Climbing Worldcup (S) - Arco (ITA) 2012"
"67",14,"klaudia","buczek","POL",10.45,NA,FALSE,FALSE,TRUE,FALSE,"F",737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,2012-09-01,2012-09-02,"IFSC Climbing Worldcup (S) - Arco (ITA) 2012"
"68",15,"mariya","boyko","UKR",13.32,NA,FALSE,FALSE,TRUE,FALSE,"F",737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,2012-09-01,2012-09-02,"IFSC Climbing Worldcup (S) - Arco (ITA) 2012"
"69",16,"lucia","korcova","SVK",16.38,NA,FALSE,FALSE,TRUE,FALSE,"F",737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,2012-09-01,2012-09-02,"IFSC Climbing Worldcup (S) - Arco (ITA) 2012"
"70",17,"simona","korcova","SVK",NA,NA,TRUE,FALSE,FALSE,FALSE,"F",737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,2012-09-01,2012-09-02,"IFSC Climbing Worldcup (S) - Arco (ITA) 2012"
"71",1,"yuliya","levochkina","RUS",8.6,8.37,FALSE,FALSE,FALSE,FALSE,"F",738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,2012-09-12,2012-09-16,"IFSC Climbing World Championship - Paris (FRA) 2012"
"72",2,"iuliia","kaplina","RUS",8.8,NA,FALSE,FALSE,TRUE,FALSE,"F",738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,2012-09-12,2012-09-16,"IFSC Climbing World Championship - Paris (FRA) 2012"
"73",3,"natalia","titova","RUS",9,9.22,FALSE,FALSE,FALSE,FALSE,"F",738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,2012-09-12,2012-09-16,"IFSC Climbing World Championship - Paris (FRA) 2012"
"74",4,"kseniya","polekhina","RUS",9,9.24,FALSE,FALSE,FALSE,FALSE,"F",738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,2012-09-12,2012-09-16,"IFSC Climbing World Championship - Paris (FRA) 2012"
"75",5,"edyta","ropek","POL",9.3,8.9,FALSE,FALSE,FALSE,FALSE,"F",738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,2012-09-12,2012-09-16,"IFSC Climbing World Championship - Paris (FRA) 2012"
"76",6,"alina","gaidamakina","RUS",9.1,8.92,FALSE,FALSE,FALSE,FALSE,"F",738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,2012-09-12,2012-09-16,"IFSC Climbing World Championship - Paris (FRA) 2012"
"77",7,"esther","bruckner","FRA",8.9,10.33,FALSE,FALSE,FALSE,FALSE,"F",738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,2012-09-12,2012-09-16,"IFSC Climbing World Championship - Paris (FRA) 2012"
"78",8,"aleksandra","miroslaw","POL",9,11.67,FALSE,FALSE,FALSE,FALSE,"F",738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,2012-09-12,2012-09-16,"IFSC Climbing World Championship - Paris (FRA) 2012"
"79",9,"anouck","jaubert","FRA",9.3,9.65,FALSE,FALSE,FALSE,FALSE,"F",738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,2012-09-12,2012-09-16,"IFSC Climbing World Championship - Paris (FRA) 2012"
"80",10,"monika","prokopiuk-kawecka","POL",9.8,10.1,FALSE,FALSE,FALSE,FALSE,"F",738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,2012-09-12,2012-09-16,"IFSC Climbing World Championship - Paris (FRA) 2012"
"81",11,"stefanie","pichler","AUT",9.9,10.15,FALSE,FALSE,FALSE,FALSE,"F",738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2012,2012-09-12,2012-09-16,"IFSC Climbing World Championship - Paris (FRA) 2012"
